Time,Visitor ID,URL,Referer,Keyword,Rank,City,Country
2015-02-20 00:05:32 -0800,684,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.co.in/,,,,India
2015-02-20 09:17:57 -0800,685,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,http://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0CCsQFjAC&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=PWznVOShEouquQSE04K4Cw&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ,,3,Hyderabad,India
2015-02-20 12:11:30 -0800,686,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com/,,,Compton,the United States
2015-02-20 12:22:19 -0800,687,http://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,http://www.google.pt/search?q=Robot+control+from+g.p.s&prmd=ivns&ei=v5bnVJ-OCYr3UoeQgbAG&start=20&sa=N,Robot control from g.p.s,,Portiṃo,Portugal
2015-02-21 02:02:37 -0800,688,https://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com.pk/,,,Islamabad,Pakistan
2015-02-21 02:03:32 -0800,688,https://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,,"","",Islamabad,Pakistan
2015-02-21 02:31:25 -0800,601,https://www.academia.edu/10206444/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks,,"","",,the United Kingdom
2015-02-21 02:31:25 -0800,601,https://www.academia.edu/10206444/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks?auto=download&campaign=weekly_digest,,"","",,the United Kingdom
2015-02-21 06:25:59 -0800,689,https://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,https://www.academia.edu/Documents/in/Aurdino,"","",Gurgaon,India
2015-02-21 06:29:25 -0800,689,https://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,https://www.academia.edu/Documents/in/Aurdino,"","",Gurgaon,India
2015-02-21 09:55:19 -0800,690,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=10&ved=0CEgQFjAJ&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=ccboVO_fF4PDggS8uYS4DQ&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&sig2=lc1D_zdYQbHLs_jMtn02Tw&bvm=bv.86475890,d.eXY",,10,Bonaire,the United States
2015-02-21 18:20:06 -0800,691,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=8&cad=rja&uact=8&ved=0CD4QFjAH&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=qjvpVMTsIIHQgwSk24CACQ&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&sig2=yiyVVAIzRHB8Jyf9zPsfFw,,8,Jacksonville,the United States
2015-02-22 01:38:04 -0800,692,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,,"","",Mumbai,India
2015-02-22 04:54:56 -0800,693,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.com.pk/,,,Islamabad,Pakistan
2015-02-22 04:57:29 -0800,694,https://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.com.pk/,,,Islamabad,Pakistan
2015-02-22 10:37:54 -0800,695,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com.pk/,,,Islamabad,Pakistan
2015-02-22 11:56:52 -0800,696,https://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2015-02-22 19:15:00 -0800,697,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,http://www.gfsoso.com/?q=unmanned%20aerial%20vehicle%20thesis%20pdf&pn=60,"","",Beijing,China
2015-02-22 21:58:45 -0800,698,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com.pk/,,,,Pakistan
2015-02-23 10:25:09 -0800,699,http://www.academia.edu/8252625/Drawing_Euler_Diagrams_and_Graphs_in_Combination,"http://www.google.com.br/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0CDAQFjAC&url=http%3A%2F%2Fwww.academia.edu%2F8252625%2FDrawing_Euler_Diagrams_and_Graphs_in_Combination&ei=d3DrVOzrBKW1sQS45YDYCw&usg=AFQjCNErKRYkLBZW2eWPEOhTxQj5Dzoigg&sig2=ppDGugmMMtfchWCfKAFDuw&bvm=bv.86475890,d.cWc",,3,Belo Horizonte,Brazil
2015-02-23 16:50:05 -0800,700,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,,"","",Mumbai,India
2015-02-23 16:51:14 -0800,700,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,,"","",Mumbai,India
2015-02-23 17:53:23 -0800,700,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,,"","",Delhi,India
2015-02-24 01:28:56 -0800,701,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com.pk/,,,,
2015-02-24 02:56:10 -0800,702,https://brighton.academia.edu/MithileyshSathiyanarayanan,http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&ved=0CC8QFjAD&url=http%3A%2F%2Fbrighton.academia.edu%2FMithileyshSathiyanarayanan&ei=EVfsVPHsFsToUoSggugO&usg=AFQjCNEjQDN4cJt2-X4e98qcu7YNLKImKA&sig2=eVefEWCWrdPcT8b3TqOrww,,4,Brighton,the United Kingdom
2015-02-24 02:56:14 -0800,702,https://brighton.academia.edu/MithileyshSathiyanarayanan,http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&ved=0CC8QFjAD&url=http%3A%2F%2Fbrighton.academia.edu%2FMithileyshSathiyanarayanan&ei=EVfsVPHsFsToUoSggugO&usg=AFQjCNEjQDN4cJt2-X4e98qcu7YNLKImKA&sig2=eVefEWCWrdPcT8b3TqOrww,,4,Brighton,the United Kingdom
2015-02-24 02:56:48 -0800,702,https://www.academia.edu/10206444/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks,https://brighton.academia.edu/MithileyshSathiyanarayanan,"","",Brighton,the United Kingdom
2015-02-24 02:56:49 -0800,702,https://www.academia.edu/10206444/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks,https://brighton.academia.edu/MithileyshSathiyanarayanan,"","",Brighton,the United Kingdom
2015-02-24 07:32:38 -0800,703,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.co.in/,,,,India
2015-02-24 08:43:32 -0800,704,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com/,,,San Jose,the United States
2015-02-24 10:57:38 -0800,705,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.co.jp/,,,,Japan
2015-02-24 11:06:37 -0800,706,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.rs/,,,Belgrade,Serbia
2015-02-24 14:57:48 -0800,707,http://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,"http://www.google.com.au/url?sa=t&rct=j&q=what%20do%20robots%20in%20the%20milatary%20undertake&source=web&cd=3&ved=0CC8QFjAC&url=http%3A%2F%2Fwww.academia.edu%2F7934058%2FSelf_Controlled_Robot_for_Military_Purpose&ei=4AHtVML0LYzn8AX3xICoAw&usg=AFQjCNGn8mfGHPd5quaHNv4f3fLu40SSjA&bvm=bv.86475890,d.dGc",what do robots in the milatary undertake,3,,Australia
2015-02-24 17:03:26 -0800,708,http://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,http://www.bing.com/search?q=how+is+the+talon+robot+taught+to+follow+commands&qs=n&form=QBLH&pq=how+is+the+talon+robot+taught+to+follow+commands&sc=3-13&sp=-1&sk=,how is the talon robot taught to follow commands,,,the United States
2015-02-24 18:17:01 -0800,707,http://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,"http://www.google.com.au/url?sa=t&rct=j&q=what%20do%20robots%20in%20the%20milatary%20undertake&source=web&cd=3&ved=0CC8QFjAC&url=http%3A%2F%2Fwww.academia.edu%2F7934058%2FSelf_Controlled_Robot_for_Military_Purpose&ei=4AHtVML0LYzn8AX3xICoAw&usg=AFQjCNGn8mfGHPd5quaHNv4f3fLu40SSjA&bvm=bv.86475890,d.dGc",what do robots in the milatary undertake,3,,Australia
2015-02-24 18:17:10 -0800,707,http://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Australia
2015-02-24 22:42:53 -0800,617,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,"http://www.google.com.mm/url?sa=t&rct=j&q=UGV+thesis+calculation&source=web&cd=3&cad=rja&uact=8&ved=0CDAQFjAC&url=http%3A%2F%2Fwww.academia.edu%2F8361656%2FUnmanned_Ground_Vehicle_thesis_full_version_&ei=qm7tVOmjF8XmuQTI1IHACA&usg=AFQjCNHsH3qoC5YCqvsScZzX8YHxgW0S9g&bvm=bv.86956481,d.c2E",UGV thesis calculation,3,,Myanmar
2015-02-25 01:37:15 -0800,709,https://www.academia.edu/10206444/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks,http://www.academia.edu/Documents/in/WDM_Optical_Networks,"","",Jaipur,India
2015-02-25 01:38:01 -0800,709,https://www.academia.edu/10206444/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks?login=&email_was_taken=true,https://www.academia.edu/10206444/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks,"","",Jaipur,India
2015-02-25 01:38:22 -0800,710,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,http://www.google.com/search?q=ugv+thisis&btnG=&client=ms-opera-mini-android&channel=new&gws_rd=cr,ugv thisis,,Nagari,India
2015-02-25 01:54:35 -0800,710,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,,"","",Nagari,India
2015-02-25 02:10:28 -0800,710,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,,"","",Nagari,India
2015-02-25 02:50:23 -0800,711,http://www.academia.edu/10207588/Design_and_Evaluation_of_Euler_Diagram_and_Treemap_for_Social_Network_Visualisation,https://www.google.co.in/,,,Bangalore,India
2015-02-25 03:37:51 -0800,702,https://www.academia.edu/10207588/Design_and_Evaluation_of_Euler_Diagram_and_Treemap_for_Social_Network_Visualisation,"http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCoQFjAA&url=http%3A%2F%2Fwww.academia.edu%2F10207588%2FDesign_and_Evaluation_of_Euler_Diagram_and_Treemap_for_Social_Network_Visualisation&ei=CbTtVO6QDYqBUYXxg7gN&usg=AFQjCNEZCiyYLDpYaQLUJz7TGG-GI10lyQ&sig2=O-Ug_LdQqw_5a7_PhluOGg&bvm=bv.86956481,d.d24",,1,Brighton,the United Kingdom
2015-02-25 03:37:53 -0800,702,https://www.academia.edu/10207588/Design_and_Evaluation_of_Euler_Diagram_and_Treemap_for_Social_Network_Visualisation,"http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCoQFjAA&url=http%3A%2F%2Fwww.academia.edu%2F10207588%2FDesign_and_Evaluation_of_Euler_Diagram_and_Treemap_for_Social_Network_Visualisation&ei=CbTtVO6QDYqBUYXxg7gN&usg=AFQjCNEZCiyYLDpYaQLUJz7TGG-GI10lyQ&sig2=O-Ug_LdQqw_5a7_PhluOGg&bvm=bv.86956481,d.d24",,1,Brighton,the United Kingdom
2015-02-25 08:40:18 -0800,712,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,http://r.search.yahoo.com/_ylt=A2oKmJjW.u1UHzYAFdi7HAx.;_ylu=X3oDMTBzaDN1amQ4BHNlYwNzcgRwb3MDMjMEY29sbwNzZzMEdnRpZAM-/RV=2/RE=1424911191/RO=10/RU=http%3a%2f%2fwww.academia.edu%2f8038284%2fFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose/RK=0/RS=2AX96eGdC3PZK5rHZ5.KbasUkns-,"","",,India
2015-02-25 13:23:16 -0800,713,http://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,https://www.google.com/,,,Milwaukee,the United States
2015-02-25 14:50:33 -0800,714,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com/,,,Springfield,the United States
2015-02-25 18:58:20 -0800,715,http://brighton.academia.edu/MithileyshSathiyanarayanan,http://swansea.academia.edu/EmmaSlade/Followers,"","",,the United Kingdom
2015-02-26 01:31:55 -0800,716,http://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,http://r.search.yahoo.com/_ylt=A2oKmKfz5.5U6Q8Ai_W7HAx.;_ylu=X3oDMTEzb2FpamUwBHNlYwNzcgRwb3MDNgRjb2xvA3NnMwR2dGlkA0lOQzAwMV8x/RV=2/RE=1424971892/RO=10/RU=http%3a%2f%2fwww.academia.edu%2f7933809%2fCommand_Controlled_Robot_for_Military_Purpose/RK=0/RS=z9JXpPSmxG5HHICgoBUFFxHvXZ8-,"","",Kundan,India
2015-02-26 05:38:51 -0800,717,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,"http://www.google.es/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=0CCAQFjAAOAo&url=http%3A%2F%2Fwww.academia.edu%2F8361656%2FUnmanned_Ground_Vehicle_thesis_full_version_&ei=3yHvVKW2BMv5UMaXgeAF&usg=AFQjCNHsH3qoC5YCqvsScZzX8YHxgW0S9g&sig2=xVQygrHmLnmumXgLzqnBCw&bvm=bv.86956481,d.d24",,11,,Spain
2015-02-26 05:44:48 -0800,718,https://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,"http://www.google.es/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=0CCAQFjAAOAo&url=http%3A%2F%2Fwww.academia.edu%2F8361656%2FUnmanned_Ground_Vehicle_thesis_full_version_&ei=3yHvVKW2BMv5UMaXgeAF&usg=AFQjCNHsH3qoC5YCqvsScZzX8YHxgW0S9g&sig2=xVQygrHmLnmumXgLzqnBCw&bvm=bv.86956481,d.d24",,11,,Spain
2015-02-26 07:38:27 -0800,719,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,,"","",Gurgaon,India
2015-02-26 07:58:34 -0800,720,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com/,,,Oceanside,the United States
2015-02-26 08:15:41 -0800,721,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.co.za/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CBwQFjAA&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=ZEXvVMHJIYOxUZXSgYAB&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&sig2=kNc1K9csLTXv5IJmPhRgPw&bvm=bv.86956481,d.d24",,1,Johannesburg,South Africa
2015-02-26 10:34:20 -0800,722,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com/,,,Lexington,the United States
2015-02-26 17:20:35 -0800,723,https://www.academia.edu/8703082/Well-matchedness_in_Euler_Diagrams,,"","",Kunming,China
2015-02-27 00:17:12 -0800,724,https://www.academia.edu/8577470/Properties_of_Euler_diagrams_and_graphs_in_combination,https://cmi.academia.edu/AneeshKarthikC,"","",,India
2015-02-27 00:17:14 -0800,724,https://www.academia.edu/8577470/Properties_of_Euler_diagrams_and_graphs_in_combination,https://cmi.academia.edu/AneeshKarthikC,"","",,India
2015-02-27 00:36:09 -0800,725,http://www.academia.edu/8252625/Drawing_Euler_Diagrams_and_Graphs_in_Combination,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=17&cad=rja&uact=8&ved=0CGMQFjAQ&url=http%3A%2F%2Fwww.academia.edu%2F8252625%2FDrawing_Euler_Diagrams_and_Graphs_in_Combination&ei=SCzwVN2qJYG6ULa2gtgG&usg=AFQjCNErKRYkLBZW2eWPEOhTxQj5Dzoigg&bvm=bv.87269000,d.d2s",,17,,Kenya
2015-02-27 03:50:26 -0800,726,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.ru/url?sa=t&rct=j&q=&esrc=s&source=web&cd=10&ved=0CEwQFjAJ&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=8FnwVNasO8P7ywOf64G4BQ&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.87269000,d.bGQ",,10,,the Russian Federation
2015-02-27 04:17:07 -0800,727,https://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCoQFjAB&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=O2DwVJnXHMn4OsKwgfgM&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.87269000,d.ZWU&cad=rja",,2,,Germany
2015-02-27 04:17:11 -0800,727,https://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCoQFjAB&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=O2DwVJnXHMn4OsKwgfgM&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.87269000,d.ZWU&cad=rja",,2,,Germany
2015-02-27 12:33:16 -0800,728,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,http://www.google.com/url?url=http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&rct=j&frm=1&q=&esrc=s&sa=U&ei=p7_wVPnYJ4TtUtv4gogO&ved=0CBoQFjAB&usg=AFQjCNEHGal7d825vJENf3z0Uw9SK7KCNg,,,,the Islamic Republic of Iran
2015-02-27 12:56:13 -0800,729,http://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,https://www.google.ae/,,,,Romania
2015-02-27 20:56:30 -0800,730,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,,"","",,the United States
2015-02-28 06:24:54 -0800,731,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.co.in/,,,,
2015-02-28 11:12:15 -0800,732,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=6&ved=0CDoQFjAF&url=http%3A%2F%2Fwww.academia.edu%2F8361656%2FUnmanned_Ground_Vehicle_thesis_full_version_&ei=LKzwVOrzLtDdavnpgsAE&usg=AFQjCNHsH3qoC5YCqvsScZzX8YHxgW0S9g&cad=rja,,6,,Pakistan
2015-02-28 11:18:25 -0800,733,https://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=6&ved=0CDoQFjAF&url=http%3A%2F%2Fwww.academia.edu%2F8361656%2FUnmanned_Ground_Vehicle_thesis_full_version_&ei=LKzwVOrzLtDdavnpgsAE&usg=AFQjCNHsH3qoC5YCqvsScZzX8YHxgW0S9g&cad=rja,,6,,Pakistan
2015-02-28 12:32:49 -0800,732,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCkQFjAB&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=1iXyVM20E47fasS3gugG&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.87269000,d.d2s&cad=rja",,2,,Pakistan
2015-02-28 12:37:44 -0800,733,https://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCkQFjAB&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=1iXyVM20E47fasS3gugG&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.87269000,d.d2s&cad=rja",,2,,Pakistan
2015-02-28 12:39:29 -0800,733,https://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCIQFjAA&url=http%3A%2F%2Fwww.academia.edu%2F8361656%2FUnmanned_Ground_Vehicle_thesis_full_version_&ei=cSfyVPbINs73ao_WgLAO&usg=AFQjCNHsH3qoC5YCqvsScZzX8YHxgW0S9g&bvm=bv.87269000,d.d2s&cad=rja",,1,,Pakistan
2015-03-01 07:55:00 -0800,734,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.jo/,,,,Jordan
2015-03-01 18:25:05 -0800,735,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,http://www.google.com/search?q=necesity+of+infrmatn+colection+fr+unmaned+ground+vehicles&btnG=&client=ms-opera-mini-android&channel=new&gws_rd=cr,necesity of infrmatn colection fr unmaned ground vehicles,,,India
2015-03-02 04:05:51 -0800,736,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.co.in/,,,Bangalore,India
2015-03-02 04:32:01 -0800,737,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.ae/,,,Zagreb,Croatia
2015-03-02 05:43:58 -0800,738,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.com.pk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=12&cad=rja&uact=8&ved=0CCMQFjABOAo&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=bGj0VOrsGsSvU_bhgaAG&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.87269000,d.d2s",,12,Islamabad,Pakistan
2015-03-02 19:22:31 -0800,739,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.com.mm/url?sa=t&rct=j&q=ugv+detail+drawing&source=web&cd=17&ved=0CD4QFjAGOAo&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=1Cj1VLvKJ4iV8QWomoEI&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.87269000,d.dGc",ugv detail drawing,17,Yangon,Myanmar
2015-03-02 21:47:06 -0800,740,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.co.in/,,,,India
2015-03-03 09:24:34 -0800,741,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.co.in/,,,,India
2015-03-03 09:24:49 -0800,741,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.co.in/,,,,India
2015-03-03 09:29:18 -0800,741,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.co.in/,,,,India
2015-03-03 12:28:43 -0800,742,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.com/,,,Alexandria,the United States
2015-03-03 12:29:19 -0800,743,https://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,http://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,"","",Alexandria,the United States
2015-03-03 18:45:15 -0800,744,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=4&ved=0CDUQFjAD&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=mnD2VIu0DrTbsASW3IHwCA&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&sig2=t9n8kmDazZ9yNYoaoAE3tA&bvm=bv.87269000,d.cWc",,4,Fort Huachuca,the United States
2015-03-04 03:35:22 -0800,745,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.com/,,,Jacksonville,the United States
2015-03-04 04:28:58 -0800,746,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.de/,,,Berlin,Germany
2015-03-04 07:03:50 -0800,747,https://www.academia.edu/8361656/Unmanned_Ground_Vehicle_thesis_full_version_,https://www.google.com.et/,,,,Ethiopia
